subj_id,variable,qualitative,phi_rating,task_type,run,agent,trial,avg_phi,median_phi,sd_phi,min_phi,max_phi,stratum
9,s2_catch,NA,19,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
9,s3_avoid,NA,13,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
9,s3_catch,NA,88,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
9,s4_avoid,NA,18,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
9,s4_catch,NA,18,catch,26,8,77,1,1,0,1,1,Stratum_4
9,s5_avoid,NA,20,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
9,s5_catch,NA,29,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
9,s6_avoid,NA,70,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
9,s6_catch,NA,16,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
9,s7_avoid,NA,53,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
9,s7_catch,NA,21,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
9,s8_avoid,NA,79,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
9,s8_catch,NA,19,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
9,s9_avoid,NA,34,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
9,s9_catch,NA,18,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
9,s10_avoid,NA,16,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
9,s10_catch,NA,19,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
10,s1_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,80,avoid,13,76,101,0.2482829393939394,0.215278,0.1646250812638257,0,0.4375,Stratum_1
10,s1_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,77,catch,53,21,65,0,0,0,0,0,Stratum_1
10,s2_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,27,avoid,81,105,105,0.3165657272727273,0.215278,0.353378955503001,0,1.752222,Stratum_2
10,s2_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,0,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
10,s3_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,38,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
10,s3_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,90,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
10,s4_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,50,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
10,s4_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,41,catch,26,8,77,1,1,0,1,1,Stratum_4
10,s5_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,15,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
10,s5_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,49,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
10,s6_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,22,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
10,s6_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,1,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
10,s7_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,30,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
10,s7_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,0,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
10,s8_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,12,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
10,s8_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,26,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
10,s9_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,27,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
10,s9_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,0,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
10,s10_avoid,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,16,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
10,s10_catch,Jo flere usystematiske bevægelser des mere bevidst forekommer den blå mig at være,11,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
11,s1_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,22,avoid,13,76,101,0.2482829393939394,0.215278,0.1646250812638257,0,0.4375,Stratum_1
11,s1_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,50,catch,53,21,65,0,0,0,0,0,Stratum_1
11,s2_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,7,avoid,81,105,105,0.3165657272727273,0.215278,0.353378955503001,0,1.752222,Stratum_2
11,s2_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,24,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
11,s3_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,28,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
11,s3_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,43,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
11,s4_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,43,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
11,s4_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,12,catch,26,8,77,1,1,0,1,1,Stratum_4
11,s5_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,57,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
11,s5_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,20,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
11,s6_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,22,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
11,s6_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,18,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
11,s7_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,59,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
11,s7_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,2,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
11,s8_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,54,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
11,s8_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,3,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
11,s9_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,19,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
11,s9_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,12,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
11,s10_avoid,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,2,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
11,s10_catch,I noticed i chose the ones that were not so systematic and aæso prefered those who succeeded i think,2,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
12,s1_avoid,NA,80,avoid,13,76,101,0.2482829393939394,0.215278,0.1646250812638257,0,0.4375,Stratum_1
12,s1_catch,NA,90,catch,53,21,65,0,0,0,0,0,Stratum_1
12,s2_avoid,NA,73,avoid,81,105,105,0.3165657272727273,0.215278,0.353378955503001,0,1.752222,Stratum_2
12,s2_catch,NA,13,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
12,s3_avoid,NA,33,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
12,s3_catch,NA,100,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
12,s4_avoid,NA,87,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
12,s4_catch,NA,8,catch,26,8,77,1,1,0,1,1,Stratum_4
12,s5_avoid,NA,0,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
12,s5_catch,NA,18,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
12,s6_avoid,NA,87,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
12,s6_catch,NA,21,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
12,s7_avoid,NA,81,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
12,s7_catch,NA,14,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
12,s8_avoid,NA,10,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
12,s8_catch,NA,82,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
12,s9_avoid,NA,60,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
12,s9_catch,NA,0,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
12,s10_avoid,NA,10,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
12,s10_catch,NA,61,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
13,s1_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,45,avoid,13,76,101,0.2482829393939394,0.215278,0.1646250812638257,0,0.4375,Stratum_1
13,s1_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,56,catch,53,21,65,0,0,0,0,0,Stratum_1
13,s2_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,54,avoid,81,105,105,0.3165657272727273,0.215278,0.353378955503001,0,1.752222,Stratum_2
13,s2_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,17,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
13,s3_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,2,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
13,s3_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,64,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
13,s4_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,17,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
13,s4_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,3,catch,26,8,77,1,1,0,1,1,Stratum_4
13,s5_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,11,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
13,s5_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,13,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
13,s6_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,69,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
13,s6_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,6,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
13,s7_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,26,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
13,s7_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,14,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
13,s8_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,6,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
13,s8_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,18,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
13,s9_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,20,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
13,s9_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,6,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
13,s10_avoid,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,7,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
13,s10_catch,By how much the blue was moved back and forth - and if the motion seem to achieve the purpose,3,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
14,s1_avoid,Often very low ( the scale is a bit too big for this decision),5,avoid,13,76,101,0.2482829393939394,0.215278,0.1646250812638257,0,0.4375,Stratum_1
14,s1_catch,Often very low ( the scale is a bit too big for this decision),70,catch,53,21,65,0,0,0,0,0,Stratum_1
14,s2_avoid,Often very low ( the scale is a bit too big for this decision),5,avoid,81,105,105,0.3165657272727273,0.215278,0.353378955503001,0,1.752222,Stratum_2
14,s2_catch,Often very low ( the scale is a bit too big for this decision),10,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
14,s3_avoid,Often very low ( the scale is a bit too big for this decision),15,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
14,s3_catch,Often very low ( the scale is a bit too big for this decision),70,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
14,s4_avoid,Often very low ( the scale is a bit too big for this decision),85,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
14,s4_catch,Often very low ( the scale is a bit too big for this decision),10,catch,26,8,77,1,1,0,1,1,Stratum_4
14,s5_avoid,Often very low ( the scale is a bit too big for this decision),75,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
14,s5_catch,Often very low ( the scale is a bit too big for this decision),50,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
14,s6_avoid,Often very low ( the scale is a bit too big for this decision),15,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
14,s6_catch,Often very low ( the scale is a bit too big for this decision),20,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
14,s7_avoid,Often very low ( the scale is a bit too big for this decision),40,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
14,s7_catch,Often very low ( the scale is a bit too big for this decision),5,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
14,s8_avoid,Often very low ( the scale is a bit too big for this decision),5,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
14,s8_catch,Often very low ( the scale is a bit too big for this decision),25,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
14,s9_avoid,Often very low ( the scale is a bit too big for this decision),30,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
14,s9_catch,Often very low ( the scale is a bit too big for this decision),5,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
14,s10_avoid,Often very low ( the scale is a bit too big for this decision),5,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
14,s10_catch,Often very low ( the scale is a bit too big for this decision),5,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
15,s1_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",42,avoid,13,76,101,0.2482829393939394,0.215278,0.1646250812638257,0,0.4375,Stratum_1
15,s1_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",90,catch,53,21,65,0,0,0,0,0,Stratum_1
15,s2_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",39,avoid,81,105,105,0.3165657272727273,0.215278,0.353378955503001,0,1.752222,Stratum_2
15,s2_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",2,catch,91,57,65,0.30492424242424243,0.166667,0.2674475840750192,0,1.5,Stratum_2
15,s3_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",2,avoid,75,35,102,0.6176139393939394,0.578125,0.2948508114890413,0.0625,1.135415,Stratum_3
15,s3_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",90,catch,48,104,82,0.742115606060606,0.585813,0.4915776994178374,0.005102,1.5,Stratum_3
15,s4_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",51,avoid,23,53,121,0.9885381818181818,0.7325,0.4169738885051328,0.453123,1.629862,Stratum_4
15,s4_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",1,catch,26,8,77,1,1,0,1,1,Stratum_4
15,s5_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",79,avoid,6,49,56,1.0446126666666666,1,0.5334266869937861,0,1.5,Stratum_5
15,s5_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",18,catch,22,86,26,1.22522,1.302629,0.41900744680166474,0.288335,2.155094,Stratum_5
15,s6_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",86,avoid,98,39,124,1.2613636363636365,1.5,0.5140730777441702,0.1875,1.5,Stratum_6
15,s6_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",1,catch,36,36,73,1.5,1.5,0,1.5,1.5,Stratum_6
15,s7_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",7,avoid,29,111,54,1.5318957272727272,1.5,0.3770999526792657,0.573957,2.465391,Stratum_7
15,s7_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",11,catch,68,105,9,1.5768974242424243,1.311668,0.7112837965683523,0.260862,2.39588,Stratum_7
15,s8_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",4,avoid,29,40,110,1.8628365454545457,2.083822,0.4843036303445838,0.550069,2.109375,Stratum_8
15,s8_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",11,catch,68,108,7,1.9178721212121213,1.013888,1.415235414686673,0.138843,3.717856,Stratum_8
15,s9_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",65,avoid,68,108,108,2.0700284545454544,1.013888,1.3797572847894546,0.138843,3.717856,Stratum_9
15,s9_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",2,catch,68,108,13,2.2432330303030303,1.674109,1.3916384667939417,0.138843,3.717856,Stratum_9
15,s10_avoid,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",1,avoid,90,72,110,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
15,s10_catch,"I assumed that I was completing the tasks, with my level of spacial/coordination ability. those that moved more irregularly, with hesitations, gave the impression of thinking, thus being the more conscious ones. I weighed out this element with the correlation between the task (avoid/catch) and the achieved result",1,catch,90,74,14,2.518748909090909,2.999999,0.6912399671516201,1.493746,2.999999,Stratum_10
